2021-02-22,Pick N Pay,https://my-catalogue.co.za/pick-n-pay-specials/catalogue-68761-1,list index out of range
2021-02-22,Pick N Pay,https://my-catalogue.co.za/pick-n-pay-specials/catalogue-68764-1,list index out of range
