data-itemid,data-product-name,data-variant,data-category,data-brand,data-price,data-dimension9,data-dimension,data-metric2,item-link,item-image-link
3W271S0000B01839999,Unchained,White,accessories-bags,Casadei,905,SS2022,FP,306,https://www.casadei.com/en/bags/unchained-white-3W271S0000B01839999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw635f6a8c/images/zoom/3W271S0000B0183_9999_3.jpg?sw=804&sh=1200&sm=fit
3W272S0000B01833302,Unchained,Blush pink,accessories-bags,Casadei,790,SS2022,FP,267,https://www.casadei.com/en/bags/unchained-blush-pink-3W272S0000B01833302.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwcbdaf78d/images/zoom/3W272S0000B0183_3302_3.jpg?sw=804&sh=1200&sm=fit
3W273S0000B02294207,Denim,Optimistic Pink,accessories-bags,Casadei,790,SS2022,FP,267,https://www.casadei.com/en/bags/denim-optimistic-pink-3W273S0000B02294207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwab963aaa/images/zoom/3W273S0000B0229_4207_3.jpg?sw=804&sh=1200&sm=fit
3W277S0000B00862615,Twiga,Rum,accessories-bags,Casadei,1075,SS2022,FP,365,https://www.casadei.com/en/bags/twiga-rum-3W277S0000B00862615.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwf8e3b82b/images/zoom/3W277S0000B0086_2615_3.jpg?sw=804&sh=1200&sm=fit
3W278S0000B00862801,Twiga,Dafne,accessories-bags,Casadei,850,SS2022,FP,288,https://www.casadei.com/en/bags/twiga-dafne-3W278S0000B00862801.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw1448516a/images/zoom/3W278S0000B0086_2801_3.jpg?sw=804&sh=1200&sm=fit
3W285S0000B01962618,Hanoi,Etruria,accessories-bags,Casadei,1475,SS2022,FP,500,https://www.casadei.com/en/bags/hanoi-etruria-3W285S0000B01962618.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw6cfd47c3/images/zoom/3W285S0000B0196_2618_3.jpg?sw=804&sh=1200&sm=fit
3W285S0000B01969999,Hanoi,White,accessories-bags,Casadei,1475,SS2022,FP,500,https://www.casadei.com/en/bags/hanoi-white-3W285S0000B01969999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw626ef3fd/images/zoom/3W285S0000B0196_9999_3.jpg?sw=804&sh=1200&sm=fit
3W285S0000B02282615,Hanoi,Rum,accessories-bags,Casadei,1475,SS2022,FP,500,https://www.casadei.com/en/bags/hanoi-rum-3W285S0000B02282615.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw444181a4/images/zoom/3W285S0000B0228_2615_3.jpg?sw=804&sh=1200&sm=fit
3W300T0000B02069996,Lacroc,Porcelain,accessories-bags,Casadei,765,SS2022,FP,260,https://www.casadei.com/en/bags/lacroc-porcelain-3W300T0000B02069996.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw49c75f16/images/zoom/3W300T0000B0206_9996_3.jpg?sw=804&sh=1200&sm=fit
3W310U0000B02062207,Lacroc,Orangina,accessories-bags,Casadei,965,SS2022,FP,327,https://www.casadei.com/en/bags/lacroc-orangina-3W310U0000B02062207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwcee25334/images/zoom/3W310U0000B0206_2207_3.jpg?sw=804&sh=1200&sm=fit
3W311U0000B01979505,Bags,Stonegrey,accessories-bags,Casadei,940,SS2022,FP,319,https://www.casadei.com/en/bags/bags-stonegrey-3W311U0000B01979505.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwee54b073/images/zoom/3W311U0000B0197_9505_3.jpg?sw=804&sh=1200&sm=fit
3W312U0000B02266200,Bags,Nilegreen,accessories-bags,Casadei,1190,SS2022,FP,404,https://www.casadei.com/en/bags/bags-nilegreen-3W312U0000B02266200.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw2b64a3b4/images/zoom/3W312U0000B0226_6200_3.jpg?sw=804&sh=1200&sm=fit
3W313U0000B02264207,Bags,Optimistic Pink,accessories-bags,Casadei,1130,SS2022,FP,383,https://www.casadei.com/en/bags/bags-optimistic-pink-3W313U0000B02264207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwc5f8be95/images/zoom/3W313U0000B0226_4207_3.jpg?sw=804&sh=1200&sm=fit
3W313U0000PINKPZZZZ,Pink Panther,Pink Panther,accessories-bags,Casadei,1190,SS2022,FP,404,https://www.casadei.com/en/bags/pink-panther-pink-panther-3W313U0000PINKPZZZZ.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb9841c26/images/zoom/3W313U0000PINKP_ZZZZ_3.jpg?sw=804&sh=1200&sm=fit
3W319U0000B02353301,Twiga,Spiaggia Rosa,accessories-bags,Casadei,765,SS2022,FP,260,https://www.casadei.com/en/bags/twiga-spiaggia-rosa-3W319U0000B02353301.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwe260d0af/images/zoom/3W319U0000B0235_3301_3.jpg?sw=804&sh=1200&sm=fit
3W323U0000B02402804,Twiga,Natur,accessories-bags,Casadei,1305,SS2022,FP,442,https://www.casadei.com/en/bags/twiga-natur-3W323U0000B02402804.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw679f41a8/images/zoom/3W323U0000B0240_2804_3.jpg?sw=804&sh=1200&sm=fit
3W326U0000B01922618,Versilia,Etruria,accessories-bags,Casadei,1190,SS2022,FP,404,https://www.casadei.com/en/bags/versilia-etruria-3W326U0000B01922618.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwdd275ea4/images/zoom/3W326U0000B0192_2618_3.jpg?sw=804&sh=1200&sm=fit
3W326U0000B02112801,Versilia,Dafne,accessories-bags,Casadei,1190,SS2022,FP,404,https://www.casadei.com/en/bags/versilia-dafne-3W326U0000B02112801.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwea6dfbd1/images/zoom/3W326U0000B0211_2801_3.jpg?sw=804&sh=1200&sm=fit
3W327U0000B02442102,Tangeri,Mais,accessories-bags,Casadei,1020,SS2022,FP,346,https://www.casadei.com/en/bags/tangeri-mais-3W327U0000B02442102.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw792da968/images/zoom/3W327U0000B0244_2102_3.jpg?sw=804&sh=1200&sm=fit
3W327U0000B02442618,Tangeri,Etruria,accessories-bags,Casadei,1020,SS2022,FP,346,https://www.casadei.com/en/bags/tangeri-etruria-3W327U0000B02442618.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw6bd428fd/images/zoom/3W327U0000B0244_2618_3.jpg?sw=804&sh=1200&sm=fit
3W331U0000B0251A859,Dna,Pink and Cipria,accessories-bags,Casadei,1075,SS2022,FP,365,https://www.casadei.com/en/bags/dna-pink-and-cipria-3W331U0000B0251A859.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw61c28d5a/images/zoom/3W331U0000B0251_A859_3.jpg?sw=804&sh=1200&sm=fit
