data-itemid,data-product-name,data-variant,data-category,data-brand,data-price,data-dimension9,data-dimension,data-metric2,item-link,item-image-link
1T000D125HHNAGU9000,Blade,Black,shoes-highboots,Casadei,1505,FW2019,FP,510,https://www.casadei.com/en/shoes/high-boots/blade-black-1T000D125HHNAGU9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw517c3138/images/zoom/1T000D125HHNAGU_9000_3.jpg?sw=804&sh=1200&sm=fit
1T004T160GT02389000,Rock,Black,shoes-platforms,Casadei,1700,FW2021,FP,577,https://www.casadei.com/en/shoes/platforms/rock-black-1T004T160GT02389000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw9be395bd/images/zoom/1T004T160GT0238_9000_3.jpg?sw=804&sh=1200&sm=fit
1T671L1201T00059000,Linda,Black,shoes-highboots,Casadei,1305,FW2019,FP,442,https://www.casadei.com/en/shoes/high-boots/linda-black-1T671L1201T00059000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw6dfaff71/images/zoom/1T671L1201T0005_9000_3.jpg?sw=804&sh=1200&sm=fit
1T831E1401T00059000,Flora,Black,shoes-platforms,Casadei,1335,FW2019,FP,442,https://www.casadei.com/en/shoes/platforms/flora-black-1T831E1401T00059000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwc40d2bac/images/zoom/1T831E1401T0005_9000_3.jpg?sw=804&sh=1200&sm=fit
1T831E1401T00539000,Flora,Black,shoes-platforms,Casadei,1505,FW2020,FP,510,https://www.casadei.com/en/shoes/platforms/flora-black-1T831E1401T00539000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw3c902519/images/zoom/1T831E1401T0053_9000_3.jpg?sw=804&sh=1200&sm=fit
2L008U0701T0356B016,Nexus DNA,Dafne and Cipria,shoes-sneakers,Casadei,790,SS2022,FP,267,https://www.casadei.com/en/shoes/sneakers/nexus-dna-dafne-and-cipria-2L008U0701T0356B016.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw72ef599e/images/zoom/2L008U0701T0356_B016_3.jpg?sw=804&sh=1200&sm=fit
2L008U070NT03569000,Nexus DNA,Nero,shoes-sneakers,Casadei,790,SS2022,FP,267,https://www.casadei.com/en/shoes/sneakers/nexus-dna-nero-2L008U070NT03569000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb7bf2e44/images/zoom/2L008U070NT0356_9000_3.jpg?sw=804&sh=1200&sm=fit
2L737S0801DENIM9000,Denim,Black,shoes-wedges,Casadei,765,SS2022,FP,260,https://www.casadei.com/en/shoes/wedges/denim-black-2L737S0801DENIM9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw5f6d98e6/images/zoom/2L737S0801DENIM_9000_3.jpg?sw=804&sh=1200&sm=fit
2M725S0801T01442804,Twiga,Natur,shoes-wedges,Casadei,510,SS2022,FP,173,https://www.casadei.com/en/shoes/wedges/twiga-natur-2M725S0801T01442804.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw5ecb9ea2/images/zoom/2M725S0801T0144_2804_3.jpg?sw=804&sh=1200&sm=fit
2M834U0701T0355A859,Nexus DNA,Pink and Cipria,shoes-sneakers,Casadei,560,SS2022,FP,190,https://www.casadei.com/en/shoes/sneakers/nexus-dna-pink-and-cipria-2M834U0701T0355A859.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw9e1e8bb3/images/zoom/2M834U0701T0355_A859_3.jpg?sw=804&sh=1200&sm=fit
2M834U0701T0355A860,Nexus DNA,Yellow and Canyon,shoes-sneakers,Casadei,560,SS2022,FP,190,https://www.casadei.com/en/shoes/sneakers/nexus-dna-yellow-and-canyon-2M834U0701T0355A860.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw04a19aa2/images/zoom/2M834U0701T0355_A860_3.jpg?sw=804&sh=1200&sm=fit
2Q160T070NNEOLE9000,Nexus,Black,shoes-ankleboots,Casadei,710,FW2021,FP,240,https://www.casadei.com/en/shoes/ankle-boots/nexus-nero-2Q160T070NNEOLE9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwbe67fcae/images/zoom/2Q160T070NNEOLE_9000_3.jpg?sw=804&sh=1200&sm=fit
2R249S0801C12489700,High top Webster,Silver,shoes-sneakers,Casadei,790,SS2021,FP,267,https://www.casadei.com/en/shoes/sneakers/high-top-webster-silver-2R249S0801C12489700.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwf514b88e/images/zoom/2R249S0801C1248_9700_3.jpg?sw=804&sh=1200&sm=fit
2R249S0801C1248A665,High top Webster,Golden and Goldust,shoes-sneakers,Casadei,790,SS2021,FP,267,https://www.casadei.com/en/shoes/sneakers/high-top-webster-golden-and-goldust-2R249S0801C1248A665.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwad74c93d/images/zoom/2R249S0801C1248_A665_3.jpg?sw=804&sh=1200&sm=fit
2R250S0801T02492618,High Top Hanoi,Etruri,shoes-sneakers,Casadei,850,SS2022,FP,288,https://www.casadei.com/en/shoes/sneakers/high-top-hanoi-etruri-2R250S0801T02492618.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw00c1409b/images/zoom/2R250S0801T0249_2618_3.jpg?sw=804&sh=1200&sm=fit
2R250S0801T02492804,High top,Natur,shoes-sneakers,Casadei,850,SS2021,FP,288,https://www.casadei.com/en/shoes/sneakers/high-top-natur-2R250S0801T02492804.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb88857bd/images/zoom/2R250S0801T0249_2804_3.jpg?sw=804&sh=1200&sm=fit
2R251S0801T02499999,High top,White,shoes-sneakers,Casadei,905,SS2021,FP,306,https://www.casadei.com/en/shoes/sneakers/high-top-white-2R251S0801T02499999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw41b4783c/images/zoom/2R251S0801T0249_9999_3.jpg?sw=804&sh=1200&sm=fit
2R252S080NC12479000,High top Webster,Black,shoes-sneakers,Casadei,850,SS2021,FP,288,https://www.casadei.com/en/shoes/sneakers/high-top-webster-black-2R252S080NC12479000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw34237c11/images/zoom/2R252S080NC1247_9000_3.jpg?sw=804&sh=1200&sm=fit
2R308T070NC15119000,Nexus,Black,shoes-ankleboots,Casadei,1015,FW2021,FP,344,https://www.casadei.com/en/shoes/ankle-boots/nexus-nero-2R308T070NC15119000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw7351f578/images/zoom/2R308T070NC1511_9000_3.jpg?sw=804&sh=1200&sm=fit
2R320U0801T03382804,High Top Versilia,Natur,shoes-sneakers,Casadei,905,SS2022,FP,306,https://www.casadei.com/en/shoes/sneakers/high-top-versilia-natur-2R320U0801T03382804.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw2f42dcee/images/zoom/2R320U0801T0338_2804_3.jpg?sw=804&sh=1200&sm=fit
2R320U0801T0338A585,High Top Versilia,Chocolate and Sella,shoes-sneakers,Casadei,905,SS2022,FP,306,https://www.casadei.com/en/shoes/sneakers/high-top-versilia-chocolate-and-sella-2R320U0801T0338A585.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw714b21fa/images/zoom/2R320U0801T0338_A585_3.jpg?sw=804&sh=1200&sm=fit
2R321U0801T03383301,High Top Versilia,Spiaggia Rosa,shoes-sneakers,Casadei,850,SS2022,FP,288,https://www.casadei.com/en/shoes/sneakers/high-top-versilia-spiaggia-rosa-2R321U0801T03383301.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwde0a3485/images/zoom/2R321U0801T0338_3301_3.jpg?sw=804&sh=1200&sm=fit
2S006N0801RENNA2801,Sneakers,Dafne,shoes-sneakers,Casadei,625,FW2019,FP,202,https://www.casadei.com/en/shoes/sneakers/sneakers-dafne-2S006N0801RENNA2801.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw4d286bdd/images/zoom/2S006N0801RENNA_2801_3.jpg?sw=804&sh=1200&sm=fit
2S040D080NRENNA9000,Sneakers,Black,shoes-sneakers,Casadei,625,FW2019,FP,190,https://www.casadei.com/en/shoes/sneakers/sneakers-black-2S040D080NRENNA9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwd49f453c/images/zoom/2S040D080NRENNA_9000_3.jpg?sw=804&sh=1200&sm=fit
2S060D0801C01082801,Sneakers,Dafne,shoes-sneakers,Casadei,865,SS2020,FP,285,https://www.casadei.com/en/shoes/sneakers/sneakers-dafne-2S060D0801C01082801.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw2010f9ae/images/zoom/2S060D0801C0108_2801_3.jpg?sw=804&sh=1200&sm=fit
2S060D080NC02339000,Sneakers,Black,shoes-sneakers,Casadei,1090,FW2019,FP,270,https://www.casadei.com/en/shoes/sneakers/sneakers-black-2S060D080NC02339000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw9f8d65f0/images/zoom/2S060D080NC0233_9000_3.jpg?sw=804&sh=1200&sm=fit
2S060D080NC10029000,Sneakers,Black,shoes-sneakers,Casadei,1055,FW2019,FP,,https://www.casadei.com/en/shoes/sneakers/sneakers-black-2S060D080NC10029000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw910f5be9/images/zoom/2S060D080NC1002_9000_3.jpg?sw=804&sh=1200&sm=fit
2S144S0801DENIM9000,Sneakers Denim,Black,shoes-sneakers,Casadei,965,SS2022,FP,327,https://www.casadei.com/en/shoes/sneakers/sneakers-denim-black-2S144S0801DENIM9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb9a54127/images/zoom/2S144S0801DENIM_9000_3.jpg?sw=804&sh=1200&sm=fit
2S705E080NC01099000,Sneakers,Black,shoes-sneakers,Casadei,955,FW2019,FP,,https://www.casadei.com/en/shoes/sneakers/sneakers-black-2S705E080NC01099000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw56dd4a94/images/zoom/2S705E080NC0109_9000_3.jpg?sw=804&sh=1200&sm=fit
2S706E0801RENNA2606,Sneakers,Cognac,shoes-sneakers,Casadei,710,FW2021,FP,240,https://www.casadei.com/en/shoes/sneakers/sneakers-cognac-2S706E0801RENNA2606.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw7280202e/images/zoom/2S706E0801RENNA_2606_3.jpg?sw=804&sh=1200&sm=fit
2S706E080NRENNA9000,Sneakers,Black,shoes-sneakers,Casadei,710,FW2019,FP,,https://www.casadei.com/en/shoes/sneakers/sneakers-black-2S706E080NRENNA9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw9635095e/images/zoom/2S706E080NRENNA_9000_3.jpg?sw=804&sh=1200&sm=fit
2T009T070NNEOLE9000,Nexus,Black,shoes-highboots,Casadei,790,FW2021,FP,267,https://www.casadei.com/en/shoes/high-boots/nexus-nero-2T009T070NNEOLE9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw2eadb623/images/zoom/2T009T070NNEOLE_9000_3.jpg?sw=804&sh=1200&sm=fit
2X070D0801RENNA2704,High Top,Camel,shoes-sneakers,Casadei,675,FW2021,FP,229,https://www.casadei.com/en/shoes/sneakers/high-top-camel-2X070D0801RENNA2704.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw02392a2f/images/zoom/2X070D0801RENNA_2704_3.jpg?sw=804&sh=1200&sm=fit
2X813P0201T0124A526,Off Road,White,shoes-sneakers,Casadei,415,SS2020,FP,190,https://www.casadei.com/en/shoes/sneakers/off-road-white-2X813P0201T0124A526.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw20ce4bbf/images/zoom/2X813P0201T0124_A526_3.jpg?sw=804&sh=1200&sm=fit
2X822P0201HANOI2804,Off Road,Natur,shoes-sneakers,Casadei,370,SS2021,FP,125,https://www.casadei.com/en/shoes/sneakers/off-road-natur-2X822P0201HANOI2804.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw92cf1188/images/zoom/2X822P0201HANOI_2804_3.jpg?sw=804&sh=1200&sm=fit
2X822P0201HANOI3602,Off Road,Energy Red,shoes-sneakers,Casadei,370,SS2021,FP,125,https://www.casadei.com/en/shoes/sneakers/off-road-energy-red-2X822P0201HANOI3602.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw41942abf/images/zoom/2X822P0201HANOI_3602_3.jpg?sw=804&sh=1200&sm=fit
2X822P0201HANOI9000,Off Road,Black,shoes-sneakers,Casadei,370,SS2021,FP,125,https://www.casadei.com/en/shoes/sneakers/off-road-black-2X822P0201HANOI9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwdde62362/images/zoom/2X822P0201HANOI_9000_3.jpg?sw=804&sh=1200&sm=fit
2X822P0201HANOI9999,Off Road,White,shoes-sneakers,Casadei,370,SS2021,FP,125,https://www.casadei.com/en/shoes/sneakers/off-road-white-2X822P0201HANOI9999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwd8daab4f/images/zoom/2X822P0201HANOI_9999_3.jpg?sw=804&sh=1200&sm=fit
2X838R0201C11509000,Off-road C-Chain,Black,shoes-sneakers,Casadei,450,FW2020,FP,152,https://www.casadei.com/en/shoes/sneakers/off-road-c-chain-black-2X838R0201C11509000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw286a27cf/images/zoom/2X838R0201C1150_9000_3.jpg?sw=804&sh=1200&sm=fit
2X838R020NC11499999,Off-road C-Chain,White,shoes-sneakers,Casadei,450,FW2020,FP,152,https://www.casadei.com/en/shoes/sneakers/off-road-c-chain-white-2X838R020NC11499999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb37f685c/images/zoom/2X838R020NC1149_9999_3.jpg?sw=804&sh=1200&sm=fit
2X861T080NC01099000,High Top,Black,shoes-sneakers,Casadei,850,FW2021,FP,288,https://www.casadei.com/en/shoes/sneakers/high-top-black-2X861T080NC01099000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwcdc654e9/images/zoom/2X861T080NC0109_9000_3.jpg?sw=804&sh=1200&sm=fit
2X868T0201C1503A020,Off road Lacroc,White and Black,shoes-sneakers,Casadei,425,FW2021,FP,144,https://www.casadei.com/en/shoes/sneakers/off-road-lacroc-white-and-black-2X868T0201C1503A020.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb7f16523/images/zoom/2X868T0201C1503_A020_3.jpg?sw=804&sh=1200&sm=fit
2X868T0201C1503A885,Off road Lacroc,White and Dafne,shoes-sneakers,Casadei,425,FW2021,FP,144,https://www.casadei.com/en/shoes/sneakers/off-road-lacroc-white-and-dafne-2X868T0201C1503A885.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwcbb1e2f7/images/zoom/2X868T0201C1503_A885_3.jpg?sw=804&sh=1200&sm=fit
2X868T0201C1503A968,Off Road Lacroc,White and Orangina,shoes-sneakers,Casadei,425,SS2022,FP,144,https://www.casadei.com/en/shoes/sneakers/off-road-lacroc-white-and-orangina-2X868T0201C1503A968.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwa929e8fd/images/zoom/2X868T0201C1503_A968_3.jpg?sw=804&sh=1200&sm=fit
2X868T0201C1503A969,Off Road Lacroc,White and Nilegreen,shoes-sneakers,Casadei,425,SS2022,FP,144,https://www.casadei.com/en/shoes/sneakers/off-road-lacroc-white-and-nilegreen-2X868T0201C1503A969.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwe11c471d/images/zoom/2X868T0201C1503_A969_3.jpg?sw=804&sh=1200&sm=fit
2X869T0201C1701A943,Off Road Pink Panther,Pink Panther,shoes-sneakers,Casadei,540,SS2022,FP,183,https://www.casadei.com/en/shoes/sneakers/off-road-pink-panther-pink-panther-2X869T0201C1701A943.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw5700535b/images/zoom/2X869T0201C1701_A943_3.jpg?sw=804&sh=1200&sm=fit
2X894U0701LACRO2801,Nexus Lacroc,Dafne,shoes-sneakers,Casadei,480,SS2022,FP,163,https://www.casadei.com/en/shoes/sneakers/nexus-lacroc-dafne-2X894U0701LACRO2801.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwd6b2b5c0/images/zoom/2X894U0701LACRO_2801_3.jpg?sw=804&sh=1200&sm=fit
2X894U0701LACRO4207,Nexus Lacroc,Optimistic Pink,shoes-sneakers,Casadei,480,SS2022,FP,163,https://www.casadei.com/en/shoes/sneakers/nexus-lacroc-optimistic-pink-2X894U0701LACRO4207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb07651f1/images/zoom/2X894U0701LACRO_4207_3.jpg?sw=804&sh=1200&sm=fit
2X894U0701LACRO9999,Nexus Lacroc,White,shoes-sneakers,Casadei,480,SS2022,FP,163,https://www.casadei.com/en/shoes/sneakers/nexus-lacroc-white-2X894U0701LACRO9999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw16809a14/images/zoom/2X894U0701LACRO_9999_3.jpg?sw=804&sh=1200&sm=fit
2X895U0701T02682618,Nexus Versilia,Etruria,shoes-sneakers,Casadei,480,SS2022,FP,163,https://www.casadei.com/en/shoes/sneakers/nexus-versilia-etruria-2X895U0701T02682618.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw101907b5/images/zoom/2X895U0701T0268_2618_3.jpg?sw=804&sh=1200&sm=fit
2X895U0701T02684200,Nexus Versilia,Lac Pink,shoes-sneakers,Casadei,480,SS2022,FP,163,https://www.casadei.com/en/shoes/sneakers/nexus-versilia-lac-pink-2X895U0701T02684200.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwfc477e20/images/zoom/2X895U0701T0268_4200_3.jpg?sw=804&sh=1200&sm=fit
2X895U0701T02689999,Nexus Versilia,White,shoes-sneakers,Casadei,480,SS2022,FP,163,https://www.casadei.com/en/shoes/sneakers/nexus-versilia-white-2X895U0701T02689999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw46713770/images/zoom/2X895U0701T0268_9999_3.jpg?sw=804&sh=1200&sm=fit
2X896U0701HANOI2615,Nexus Hanoi,Rum,shoes-sneakers,Casadei,450,SS2022,FP,152,https://www.casadei.com/en/shoes/sneakers/nexus-hanoi-rum-2X896U0701HANOI2615.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw443f9f72/images/zoom/2X896U0701HANOI_2615_3.jpg?sw=804&sh=1200&sm=fit
2X896U0701HANOI3301,Nexus Hanoi,Spiaggia Rosa,shoes-sneakers,Casadei,450,SS2022,FP,152,https://www.casadei.com/en/shoes/sneakers/nexus-hanoi-spiaggia-rosa-2X896U0701HANOI3301.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwd743a5ca/images/zoom/2X896U0701HANOI_3301_3.jpg?sw=804&sh=1200&sm=fit
2X896U0701HANOI9999,Nexus Hanoi,White,shoes-sneakers,Casadei,450,SS2022,FP,152,https://www.casadei.com/en/shoes/sneakers/nexus-hanoi-white-2X896U0701HANOI9999.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb74bc1a3/images/zoom/2X896U0701HANOI_9999_3.jpg?sw=804&sh=1200&sm=fit
2X903U0201C1506A964,Off Road Lacroc,Porcelain and White,shoes-sneakers,Casadei,480,SS2022,FP,163,https://www.casadei.com/en/shoes/sneakers/off-road-lacroc-porcelain-and-white-2X903U0201C1506A964.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw46fe88e2/images/zoom/2X903U0201C1506_A964_3.jpg?sw=804&sh=1200&sm=fit
2X904U0201C1707A927,Off Road Stargate,Goldust and Mekong,shoes-sneakers,Casadei,425,SS2022,FP,144,https://www.casadei.com/en/shoes/sneakers/off-road-stargate-goldust-and-mekong-2X904U0201C1707A927.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw7584bcc0/images/zoom/2X904U0201C1707_A927_3.jpg?sw=804&sh=1200&sm=fit
2X904U0201C17084207,Off Road Stargate,Optimistic Pink,shoes-sneakers,Casadei,425,SS2022,FP,144,https://www.casadei.com/en/shoes/sneakers/off-road-stargate-optimistic-pink-2X904U0201C17084207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw15d2fe80/images/zoom/2X904U0201C1708_4207_3.jpg?sw=804&sh=1200&sm=fit
2X905U0201C1709A924,Off Road Denim,Optimistic Pink and Canyon,shoes-sneakers,Casadei,625,SS2022,FP,212,https://www.casadei.com/en/shoes/sneakers/off-road-denim-optimistic-pink-and-canyon-2X905U0201C1709A924.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw64f65feb/images/zoom/2X905U0201C1709_A924_3.jpg?sw=804&sh=1200&sm=fit
2X907U0201C17119700,Off Road My flower,Silver,shoes-sneakers,Casadei,625,SS2022,FP,212,https://www.casadei.com/en/shoes/sneakers/off-road-my-flower-silver-2X907U0201C17119700.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwc91269d4/images/zoom/2X907U0201C1711_9700_3.jpg?sw=804&sh=1200&sm=fit
2X911U0801DENIM9000,High Top Denim,Black,shoes-sneakers,Casadei,905,SS2022,FP,306,https://www.casadei.com/en/shoes/sneakers/high-top-denim-black-2X911U0801DENIM9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwa80b4818/images/zoom/2X911U0801DENIM_9000_3.jpg?sw=804&sh=1200&sm=fit
2X912U0801DENIM4207,High Top Denim,Optimistic Pink,shoes-sneakers,Casadei,850,SS2022,FP,288,https://www.casadei.com/en/shoes/sneakers/high-top-denim-optimistic-pink-2X912U0801DENIM4207.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb88d7726/images/zoom/2X912U0801DENIM_4207_3.jpg?sw=804&sh=1200&sm=fit
2Y010D0101BEACH3114,Jelly,Chic,shoes-flats,Casadei,315,SS2022,FP,106,https://www.casadei.com/en/shoes/flats/jelly-chic-2Y010D0101BEACH3114.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw04cf00ff/images/zoom/2Y010D0101BEACH_3114_3.jpg?sw=804&sh=1200&sm=fit
2Y010D0101BEACH3401,Jelly,Sandstone,shoes-flats,Casadei,315,SS2022,FP,106,https://www.casadei.com/en/shoes/flats/jelly-sandstone-2Y010D0101BEACH3401.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw4d08aec5/images/zoom/2Y010D0101BEACH_3401_3.jpg?sw=804&sh=1200&sm=fit
2Y238U0101BEMFW6200,Jelly,Nilegreen,shoes-flats,Casadei,185,SS2022,FP,62,https://www.casadei.com/en/shoes/flats/jelly-nilegreen-2Y238U0101BEMFW6200.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwb39e5b9e/images/zoom/2Y238U0101BEMFW_6200_3.jpg?sw=804&sh=1200&sm=fit
2Y238U0101BEMFW9605,Jelly,Stonegrey,shoes-flats,Casadei,185,SS2022,FP,62,https://www.casadei.com/en/shoes/flats/jelly-stonegrey-2Y238U0101BEMFW9605.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw4a522278/images/zoom/2Y238U0101BEMFW_9605_3.jpg?sw=804&sh=1200&sm=fit
2Y240U0101BEMFW2105,Jelly,Tibet,shoes-flats,Casadei,240,SS2022,FP,81,https://www.casadei.com/en/shoes/flats/jelly-tibet-2Y240U0101BEMFW2105.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw1948f27d/images/zoom/2Y240U0101BEMFW_2105_3.jpg?sw=804&sh=1200&sm=fit
2Y240U0101BEMFW3401,Jelly,Sandstone,shoes-flats,Casadei,240,SS2022,FP,81,https://www.casadei.com/en/shoes/flats/jelly-sandstone-2Y240U0101BEMFW3401.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwce8d85c3/images/zoom/2Y240U0101BEMFW_3401_3.jpg?sw=804&sh=1200&sm=fit
2Y242U0101BEMFW3114,Jelly,Chic,shoes-flats,Casadei,315,SS2022,FP,106,https://www.casadei.com/en/shoes/flats/jelly-chic-2Y242U0101BEMFW3114.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw82ce18fb/images/zoom/2Y242U0101BEMFW_3114_3.jpg?sw=804&sh=1200&sm=fit
2Y242U0101BEMFW4205,Jelly,Barbie,shoes-flats,Casadei,315,SS2022,FP,106,https://www.casadei.com/en/shoes/flats/jelly-barbie-2Y242U0101BEMFW4205.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw32586d09/images/zoom/2Y242U0101BEMFW_4205_3.jpg?sw=804&sh=1200&sm=fit
2Y242U0101BEMFW9000,Jelly,Black,shoes-flats,Casadei,315,SS2022,FP,106,https://www.casadei.com/en/shoes/flats/jelly-black-2Y242U0101BEMFW9000.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dwe78d4a13/images/zoom/2Y242U0101BEMFW_9000_3.jpg?sw=804&sh=1200&sm=fit
2Y243U0101BGMFWA513,Jelly,Glitter and Gold,shoes-flats,Casadei,315,SS2022,FP,106,https://www.casadei.com/en/shoes/flats/jelly-glitter-and-gold-2Y243U0101BGMFWA513.html,https://www.casadei.com/dw/image/v2/AAGA_PRD/on/demandware.static/-/Sites-05/default/dw64625f3e/images/zoom/2Y243U0101BGMFW_A513_3.jpg?sw=804&sh=1200&sm=fit
